Annual_Income,Investment,Deduction,Tax
3828226,198648,64851,769418.1
2279454,323060,59698,269008.8
2677540,145468,221194,393263.4
1965630,271362,31345,198876.9
568408,289156,225549,0.0
718276,35213,208179,8744.2
2404697,166284,180424,317396.7
761411,115660,67797,13897.7
3172808,342332,61843,530589.9
3367172,66576,19949,684194.1
1134377,292855,47542,34398.0
4485042,269486,219169,898916.1
2148739,267647,173899,212157.9
1479336,291659,235621,52808.4
1267433,171265,101529,59195.85
4911029,218739,135040,1067175.0
3011089,153496,140268,515197.5
3928086,64344,229203,790361.7
1831530,214164,93258,157232.4
2337258,341739,100578,268482.3
4742816,291344,148073,991019.7
2999178,201541,233494,469242.9
1246530,174103,17948,68171.85
1021253,154288,107410,30955.5
2851623,282160,94391,442521.6
1628246,122974,166367,117781.0
4358997,120927,166883,921356.1
3153540,361030,51522,522296.4
3614695,134817,183014,689059.2
4228400,165522,70310,897770.4
4827456,307669,200751,995710.8
2441422,324172,170297,284085.9
1295482,188151,121350,57897.15
1545302,210039,116405,93771.6
4252640,72047,60882,935913.3
820451,312254,161795,2320.1
269816,383184,83415,0.0
1217344,139786,247176,38038.2
3105059,112424,85085,572265.0
2662149,153018,200791,392502.0
3602252,274568,233946,628121.4
3982839,35740,129913,845155.8
1288896,134988,224777,49369.65
3547606,94712,140985,693572.7
3128604,377546,175802,472576.8
3830893,57269,25136,824546.4
4577858,241344,115550,966289.2
4206602,320826,52148,850088.4
4346951,140359,81501,937527.3
514223,175673,209286,0.0
3569260,314994,229097,607550.7
2944287,61132,121672,528444.9
1916471,156876,203471,166837.2
4871056,272697,53967,1063317.6
838365,105061,179147,12707.85
953662,72034,29507,40212.1
1555585,327205,111447,77539.95
4342097,360492,111104,861150.3
2909440,252460,190547,439929.9
1849601,176408,202099,144218.8
4193645,134892,173153,865680.0
4745013,65952,126890,1065651.3
4301774,378140,98122,847653.6
1484816,198215,241170,66814.65
1875351,79379,249816,163846.8
2214956,185392,143414,265845.0
3698678,388264,136273,652242.3
1377199,147852,54360,86248.05
3761049,380255,20167,708188.1
4313186,56516,72853,955145.1
2530827,210861,240683,323784.9
2035910,353258,58303,187304.7
3345900,271672,122988,585372.0
4293064,254573,76991,888450.0
2852967,81240,199378,471704.7
3688550,323942,167365,659172.9
326218,237687,249997,0.0
1020044,86473,244767,23880.4
2796741,216398,143611,431019.6
4922750,145811,111922,1099505.1
4906356,214946,241754,1034896.8
3730130,129806,100986,749801.4
3435714,154123,136550,643512.3
1978096,121209,159661,209167.8
597739,379022,153791,0.0
722327,97774,240515,4201.9
2944946,309930,13591,486427.5
4479215,115204,162170,960552.3
2172135,219302,80250,261774.9
1228039,220203,137410,42042.6
1149885,152339,232729,31481.7
858746,213717,102955,12103.7
3252819,39650,170675,612748.2
4761219,289161,14667,1037217.3
749876,267860,83993,4901.15
2212165,240121,83829,266464.5
861213,344597,205646,548.5
1018734,87762,189172,29180.0
4491361,155460,34238,990498.9
2089433,87958,135636,259751.7
3922214,191066,230150,750299.4
2276580,97568,205383,292088.7
4589235,354996,226965,902182.2
1742252,153915,167182,134231.0
3776737,48015,110573,785444.7
651921,246709,135842,0.0
2258960,66546,94403,329403.3
4705214,333199,224205,944343.0
337955,384672,21184,0.0
4066446,244478,96349,817685.7
3626513,123283,35482,740324.4
2187878,271123,232765,205197.0
4652294,331721,183636,941081.1
2335259,186241,25660,337007.4
2725539,192781,221294,393439.2
4983188,311559,245371,1027877.4
1955215,298107,239945,133432.6
2739569,180770,34479,457296.0
3516402,82415,205287,668610.0
2233851,76400,240921,274959.0
4358880,396875,207516,826346.7
4987655,75450,47230,1159492.5
4511946,369106,210691,879644.7
340093,223679,13340,0.0
1806182,138639,115251,165687.6
4661519,48842,41829,1071254.4
2253679,298675,148111,242067.9
1982465,254494,246488,146296.6
4480258,158369,218018,931161.3
3423584,24163,148227,675358.2
4971165,60794,135045,1132597.8
2906807,61787,232197,483846.9
3109244,390392,136086,474829.8
1136040,339363,180510,16616.7
572918,121243,113213,1923.1
3188613,392368,83933,513693.6
2495909,44448,124753,398012.4
4312442,220224,153309,881672.7
366739,248356,110355,0.0
1536585,338581,141074,68539.5
1030316,48299,132114,39990.3
3784550,97093,187866,749877.3
3739866,189720,75860,742285.8
1616853,145113,203775,103593.0
1264929,381461,179974,25349.4
1816847,266935,223596,115263.2
2670564,357035,31275,384676.2
2832569,322430,61734,434521.5
1730035,222898,73261,136775.2
438456,259060,173133,0.0
2903093,373497,135526,418221.0
3553457,131027,176962,673640.4
4335412,319739,99896,874733.1
4672808,148840,222437,990459.3
966756,82740,29498,40451.8
301226,333073,87003,0.0
4001198,52827,206954,822425.1
3871509,46209,154441,801257.7
3388145,117654,186186,625291.5
4147611,391091,70071,805934.7
1476476,93396,23997,121816.6
4434056,230033,53518,945151.5
822212,395398,119885,346.45
4668441,241519,140480,985932.6
1750844,185432,242819,114518.6
1179168,270140,34686,42434.2
3693609,100000,239398,706263.3
613476,58865,203963,2532.4
1650283,157530,95736,129403.4
941757,291295,85691,13238.55
640719,205941,23074,5585.2
1777937,253542,28091,149260.8
1399947,354168,16715,64359.6
3587920,144001,48821,718529.4
3546050,63183,30199,735800.4
2368324,195848,231930,282163.8
2928932,344467,207122,413202.9
1126031,110254,196511,36926.6
1520896,162242,144111,92908.6
3813706,234038,15861,769142.1
1309622,67284,206104,65435.1
4672375,160332,62008,1035010.5
628165,122491,225333,0.0
958662,56108,67668,38488.6
4381479,255553,180176,883725.0
1262117,270533,177202,36438.2
895188,298085,132494,8230.45
665008,220043,177330,0.0
1881993,92836,40691,224539.8
3601278,262045,231140,632427.9
2592035,369863,244543,293288.7
3018362,184805,209786,487131.3
3276768,27444,33815,664652.7
1420365,373435,226316,37061.4
929418,260002,101674,13387.1
1861754,108598,93464,197907.6
1364593,280295,97771,57979.05
1476952,86036,166173,94948.6
2971864,24554,236198,513333.6
4197208,45545,245548,871834.5
3188496,344115,96553,524348.4
4125754,328203,216549,774300.6
2954999,89468,137602,518378.7
3244200,46055,166488,609497.1
1574070,285711,94185,89126.1
3440914,193908,121184,637746.6
2774388,257320,215512,390466.8
1908987,46627,51026,243400.2
4126274,189640,166408,831067.8
3087981,181057,130975,532784.7
1911793,99944,15260,238976.7
866036,115368,154729,14796.95
3641418,60785,133344,734186.7
678988,44204,112495,11114.45
4334752,36643,170151,938387.4
4624857,352705,217989,916248.9
3227590,57126,222664,584340.0
3547291,78126,162355,692043.0
4052429,364568,11467,802918.2
2740706,144453,227844,410522.7
1441902,327402,147173,55099.05
2742118,316671,214155,363387.6
3987973,306042,143832,761429.7
2452575,263677,114725,322251.9
714071,197507,153720,3142.2
4631137,23794,44161,1068954.6
1025435,163404,243069,16896.2
2424606,256346,120803,314237.1
3748472,29593,97298,786474.3
3256316,340276,28083,566387.1
1814718,140973,158576,154550.7
2384793,121633,179169,325197.3
1852575,31036,60723,228244.8
4063270,376241,219673,740206.8
2628837,230980,189811,362413.8
1774102,335308,122660,113226.8
3440541,170423,223720,613919.4
914180,246935,152768,10723.85
2633366,78413,223607,399403.8
2285848,300203,239746,223769.7
2689855,309332,115071,379635.6
454615,270156,97258,0.0
1775233,380735,105735,107752.6
4146022,266545,72071,842221.8
2053740,218924,104968,218954.4
4218222,101795,64094,915699.9
3318893,272989,215747,549047.1
1088003,31829,191343,41483.1
3683382,355817,52415,682545.0
531570,306646,98251,0.0
3432993,283409,37124,633738.0
4331082,186823,33403,933256.8
3645049,329601,12422,690907.8
316150,66875,139457,0.0
2684206,342503,115894,367742.7
809723,126334,154527,11443.1
2797500,142950,169259,445587.3
3605745,184451,233730,656269.2
1249554,272988,188181,33838.5
4443060,346246,85068,903523.8
4408634,383971,154613,861015.0
384055,205736,156553,0.0
926022,374832,52478,9935.6
1059942,222032,48593,33931.7
4129275,341613,82296,811609.8
946358,377933,183991,4221.7
3845790,295320,51670,749640.0
2091648,85036,30954,292697.4
1938472,27907,43341,260167.2
4078433,23372,37419,905292.6
2985264,178644,59659,524088.3
4698748,306736,229727,948685.5
2950713,128093,143294,503797.8
2558989,280529,66840,363486.0
4387270,176714,235971,892375.5
4567922,285283,167345,934588.2
4365625,97179,76323,957636.9
709297,300787,103901,230.45
1270154,251626,112971,45833.55
4327151,386569,126921,844098.3
4984963,80117,35162,1160905.2
3053696,179852,86893,536085.3
2343373,126485,193874,306904.2
2622280,395751,55569,351288.0
3166623,233275,127937,541623.3
2956871,80332,37277,551778.6
1120123,50632,114375,53267.4
3236249,189565,190188,556948.8
2109582,199424,95956,244260.6
4694499,180480,67899,1033836.0
2379885,107157,241085,309492.9
4970642,229827,190101,1065214.2
2457148,177011,22167,377391.0
799239,197952,55350,12296.85
806701,260920,156662,4455.95
3297569,318987,37883,582209.7
4878120,58930,228204,1077295.8
1520464,388084,208118,48639.3
1035332,238729,237371,12961.6
1017950,340247,201002,8835.05
416472,60770,228895,0.0
647710,131757,185578,1518.75
4567048,50158,24374,1047754.8
3438729,108992,34551,688555.8
3100171,329545,230544,462024.6
1160775,328002,104188,27858.5
2846874,244182,242882,407943.0
808924,197589,130766,9028.45
4131185,366955,196656,770272.2
4623656,149970,210241,979033.5
4262595,261359,233590,830293.8
2540435,26586,158917,406479.6
681413,273383,97834,509.8
1602564,301847,16352,106873.0
2674050,243373,110475,396060.6
4415100,96177,121566,959207.1
1113561,56735,204389,40243.7
552186,217430,67080,0.0
3457393,118525,18594,696082.2
4078464,321792,18475,821459.1
1276553,232151,139599,45720.45
1485202,318800,98035,70255.05
395271,180737,247808,0.0
2465685,164571,235446,319700.4
3993797,358032,105983,758934.6
1764542,271060,178496,112997.2
4430656,39654,206282,955416.0
3180184,226725,85923,560260.8
326898,150117,248268,0.0
3545097,106613,12670,727744.2
538316,38982,69263,6503.55
2258954,382114,210968,199761.6
2079553,101848,45316,279716.7
4338657,391721,28710,875467.8
3291341,99874,180886,603174.3
1289504,312317,110510,41667.7
4337810,57525,15179,979531.8
2355058,47328,203010,331416.0
1925843,162432,222284,162338.1
284701,136242,35063,0.0
3479028,386563,190688,570533.1
1971610,42625,194547,220331.4
2430712,127576,68009,370538.1
2589767,195966,81011,393837.0
2864235,248458,150753,439507.2
741036,36471,82501,17206.4
577304,322027,43566,0.0
2712616,243884,127488,402373.2
2960241,284847,168946,451934.4
3683803,227759,193464,678774.0
1392953,202642,177195,61967.4
4211352,220755,95849,868424.4
4228702,347668,186389,808393.5
4309175,224840,71217,903935.4
576916,35151,207467,1714.9
3847706,69190,34939,823073.1
4756554,76195,188174,1047655.5
855409,346252,89854,5965.15
1324135,169607,181528,55950.0
3239179,384385,151409,511015.5
1975690,387334,203547,126961.8
3530772,325194,152095,616044.9
4407893,315120,88406,901310.1
653119,20599,113326,10959.7
4416769,279757,115888,906337.2
4570295,342011,70916,947210.4
652732,285853,245778,0.0
756079,276108,232099,0.0
2200013,331509,188692,203943.6
2873836,287867,24274,468508.5
1382658,394452,224766,31344.0
2235209,178466,95285,288437.4
4572626,346264,34398,957589.2
906951,292460,91506,11149.25
261303,175916,40135,0.0
1460209,126276,214950,77847.45
3729591,303306,122096,691256.7
2616610,310977,246801,317649.6
4430303,278512,137843,904184.4
1318199,71747,21412,95008.0
4426224,110037,242397,922137.0
4934346,395994,243613,988421.7
708298,138641,245770,1194.35
1297343,226899,156365,47111.85
355228,139271,194041,0.0
4870650,261170,154266,1036564.2
2005692,228267,123283,196242.6
1134056,337531,101182,24534.3
1980228,45226,201859,219942.9
2196793,388431,104301,211218.3
1819123,21634,223752,172121.1
3529269,165131,47219,695075.7
1976470,135855,244003,178983.6
3590420,286220,45507,677607.9
298874,388838,66591,0.0
1872572,272718,249585,120053.8
3470281,58210,97468,694380.9
2939784,148798,180631,483106.5
959662,177003,99836,23282.3
720452,52007,98765,13484.0
2389686,173816,147939,320379.3
2842670,181468,84644,472967.4
692061,370763,237391,0.0
3584732,201026,13943,710928.9
4011675,86038,205485,816045.6
2511286,230870,156595,337146.3
738972,271585,111764,2781.15
1373994,173488,77028,78521.7
3331328,338702,177461,544549.5
4348064,126052,149990,921606.6
2867703,375223,187682,391439.4
413038,116816,186893,0.0
4213735,393486,36185,835219.2
1624572,189808,31402,130672.4
2605874,228267,104860,381824.1
850530,347282,170648,1630.0
3898966,70250,238368,777104.4
1327833,397214,33134,44748.5
2827640,322702,227833,383131.5
685423,335236,215739,0.0
1442929,357265,190311,44535.3
573390,142140,40505,4537.25
1914221,244511,125250,163338.0
4318316,150877,11268,946851.3
1906671,337748,249058,113973.0
388563,275604,81097,0.0
1033066,57039,205696,32033.1
1804623,352003,235721,93379.8
4305957,112506,65197,938476.2
847897,382486,152343,653.4
4191237,199817,112958,863538.6
1022800,287605,127859,15733.6
2292999,60831,17512,364396.8
3772554,71137,209408,747602.7
3909985,316174,238228,706674.9
2152897,156803,73968,276637.8
3826511,41500,131534,796043.1
1413950,226511,70757,77502.3
799148,53117,162494,14176.85
3023707,114138,117753,537544.8
4928394,182246,195112,1065310.8
3023939,53208,140282,549134.7
2185740,366872,106381,213746.1
3684955,104482,235969,703351.2
2995226,45960,153836,538629.0
3427326,274239,162236,597255.3
1804510,116342,118915,170775.9
2080815,268093,76679,220812.9
4013122,127918,170285,814475.7
2636378,396905,82239,347170.2
4671590,46038,104386,1056349.8
2784937,142232,151878,447248.1
3407473,354629,148166,571403.4
1062461,215726,196669,20006.6
4677036,77773,26158,1071931.5
4305555,103391,201905,900077.7
1968224,72633,124523,231320.4
2960626,170636,37209,525834.3
1174044,52803,23763,74621.7
3231352,246393,177328,542289.3
1636652,397852,200263,65780.55
535555,149997,218825,0.0
694191,123838,52105,10912.4
1752337,305689,110408,117248.0
3736669,82759,95776,767440.2
1170597,126313,113423,49629.15
2293338,358632,195482,221767.2
3972946,399949,154582,725524.5
1736205,219143,128747,127663.0
3115899,336010,77344,510763.5
474695,352643,162936,0.0
3231467,98243,75945,617183.7
3691628,214225,141717,700705.8
1351844,163932,71264,77497.2
1660706,102946,93471,142857.8
3590216,138353,154998,689059.5
4083284,37670,130050,874669.2
2097865,104766,142185,255274.2
1169484,109694,193811,41597.9
4267136,186133,59213,906537.0
594855,70764,166883,2860.4
1324961,397308,202759,27489.4
4875678,305954,145664,1027218.0
3811963,129660,122695,767882.4
2627935,259394,34552,400196.7
1384106,373038,71898,50875.5
4728011,298077,62118,1010344.8
2724968,284091,29744,423339.9
2692266,301859,32046,407508.3
4687677,50956,231062,1021697.7
4792001,238252,91365,1038715.2
1468758,100846,117908,100000.8
1905743,239058,74932,177525.9
4227019,298447,136464,837632.4
3318281,133318,118229,620020.2
4775208,306175,33084,1030784.7
768349,114786,46398,15716.5
3131990,107389,107219,575214.6
1047968,324851,173549,12478.4
329083,357905,210477,0.0
2905971,271914,146272,446335.5
4247615,167712,118987,888274.8
3124299,313679,12039,539574.3
2054673,22991,219687,243598.5
3188199,168873,99374,575985.6
859996,109680,109611,19070.5
1028513,290109,202428,11798.8
3553389,49553,147706,706839.0
4604385,28301,74899,1050355.5
638590,301080,11724,1289.3
2015982,258625,97590,197930.1
3028655,165227,244066,485808.6
3401882,147230,143527,633337.5
3460016,68848,122966,680460.6
2629877,284186,82628,378918.9
2639383,198674,195519,373557.0
414053,319404,167684,0.0
1686536,318470,50456,113522.0
2792637,62581,52773,503184.9
3640926,154730,237710,674545.8
3863263,101855,144133,785182.5
4408549,366758,173073,860615.4
1596208,384332,20586,88693.5
4780889,188620,104479,1046337.0
2028599,170740,85012,231854.1
272431,255328,100507,0.0
1493131,57874,144835,108084.4
897008,71318,55209,32048.1
823441,319309,165150,1949.1
4712816,214042,68434,1029102.0
4620380,338964,45656,970728.0
2299949,327555,216522,226761.6
1518300,367456,194667,53426.55
2197763,249014,145078,241101.3
1879849,227070,27470,187592.7
2135077,56479,82035,298968.9
4132149,382034,109608,792152.1
300861,258782,86840,0.0
4250737,59906,105771,925518.0
971001,149523,163966,20751.2
2241083,93198,158470,296824.5
4769216,92940,55332,1086283.2
1873911,291686,231404,120164.2
1693717,309918,130536,100652.6
4659352,269699,87533,990636.0
3107733,197195,171852,521605.8
1455663,98342,183158,86124.45
283320,193658,234440,0.0
577025,146081,167578,0.0
614359,34864,140194,6965.05
1558507,115552,118618,114867.4
4316621,280281,215272,846320.4
1193187,341133,113424,28863.0
4243710,76093,236772,879253.5
1847690,53749,105596,206503.5
350734,79739,61020,0.0
407702,194068,155057,0.0
3101274,299449,112416,506822.7
1475811,97474,224525,83071.8
1397087,298462,132610,54902.25
3331091,72810,142534,634724.1
4079049,236987,34082,842394.0
2953381,141752,142937,500607.6
2118670,188892,46777,264900.3
4543122,81800,152394,992678.4
4596664,90942,232920,981840.6
1182817,302805,168834,26117.8
4585702,103394,24538,1037331.0
3528360,50816,67125,723125.7
3212732,32850,214318,589669.2
2430338,335063,100583,298407.6
